Supplier,Transporter,Week,Shipment_Qty
S296,T001,10,0.0
S296,T001,11,0.0
S296,T001,12,0.0
S296,T001,13,779.0
S296,T001,14,0.0
S296,T001,15,0.0
S296,T001,16,0.0
S296,T001,17,0.0
S296,T001,18,0.0
S296,T001,19,0.0
S296,T001,20,0.0
S296,T001,21,1166.0
S296,T001,22,0.0
S296,T001,23,0.0
S296,T001,24,0.0
S296,T002,1,0.0
S296,T002,2,1166.0
S296,T002,3,0.0
S296,T002,4,0.0
S296,T002,5,0.0
S296,T002,6,0.0
S296,T002,7,0.0
S296,T002,8,0.0
S296,T002,9,0.0
S296,T002,10,0.0
S296,T002,11,0.0
S296,T002,12,0.0
S296,T002,13,0.0
S296,T002,14,0.0
S296,T002,15,1166.0
S296,T002,16,0.0
S296,T002,17,0.0
S296,T002,18,1166.0
S296,T002,19,1166.0
S296,T002,20,0.0
S296,T002,21,0.0
S296,T002,22,0.0
S296,T002,23,0.0
S296,T002,24,0.0
S296,T003,1,0.0
S296,T003,2,0.0
S296,T003,3,0.0
S296,T003,4,0.0
S296,T003,5,0.0
S296,T003,6,0.0
S296,T003,7,0.0
S296,T003,8,0.0
S296,T003,9,0.0
S296,T003,10,0.0
S296,T003,11,0.0
S296,T003,12,0.0
S296,T003,13,0.0
S296,T003,14,0.0
S296,T003,15,0.0
S296,T003,16,0.0
S296,T003,17,0.0
S296,T003,18,0.0
S296,T003,19,0.0
S296,T003,20,0.0
S296,T003,21,0.0
S296,T003,22,0.0
S296,T003,23,0.0
S296,T003,24,0.0
S296,T004,1,0.0
S296,T004,2,0.0
S296,T004,3,0.0
S296,T004,4,0.0
S296,T004,5,0.0
S296,T004,6,1166.0
S296,T004,7,0.0
S296,T004,8,0.0
S296,T004,9,0.0
S296,T004,10,0.0
S296,T004,11,0.0
S296,T004,12,0.0
S296,T004,13,0.0
S296,T004,14,0.0
S296,T004,15,0.0
S296,T004,16,0.0
S296,T004,17,0.0
S296,T004,18,0.0
S296,T004,19,0.0
S296,T004,20,0.0
S296,T004,21,0.0
S296,T004,22,0.0
S296,T004,23,0.0
S296,T004,24,0.0
S296,T005,1,0.0
S296,T005,2,0.0
S296,T005,3,0.0
S296,T005,4,893.0
S296,T005,5,0.0
S296,T005,6,0.0
S296,T005,7,0.0
S296,T005,8,0.0
S296,T005,9,1166.0
S296,T005,10,0.0
S296,T005,11,1166.0
S296,T005,12,0.0
S296,T005,13,0.0
S296,T005,14,1166.0
S296,T005,15,0.0
S296,T005,16,1166.0
S296,T005,17,0.0
S296,T005,18,0.0
S296,T005,19,0.0
S296,T005,20,0.0
S296,T005,21,0.0
S296,T005,22,0.0
S296,T005,23,1166.0
S296,T005,24,0.0
S296,T006,1,0.0
S296,T006,2,0.0
S296,T006,3,284.0
S296,T006,4,0.0
S296,T006,5,0.0
S296,T006,6,0.0
S296,T006,7,1166.0
S296,T006,8,1166.0
S296,T006,9,0.0
S296,T006,10,1166.0
S296,T006,11,0.0
S296,T006,12,1166.0
S296,T006,13,0.0
S296,T006,14,0.0
S296,T006,15,0.0
S296,T006,16,0.0
S296,T006,17,0.0
S296,T006,18,0.0
S296,T006,19,0.0
S296,T006,20,0.0
S296,T006,21,0.0
S296,T006,22,0.0
S296,T006,23,0.0
S296,T006,24,1166.0
S296,T007,1,0.0
S296,T007,2,0.0
S296,T007,3,882.0
S296,T007,4,0.0
S296,T007,5,0.0
S296,T007,6,0.0
S296,T007,7,0.0
S296,T007,8,0.0
S296,T007,9,0.0
S296,T007,10,0.0
S296,T007,11,0.0
S296,T007,12,0.0
S296,T007,13,387.0
S296,T007,14,0.0
S296,T007,15,0.0
S296,T007,16,0.0
S296,T007,17,0.0
S296,T007,18,0.0
S296,T007,19,0.0
S296,T007,20,0.0
S296,T007,21,0.0
S296,T007,22,0.0
S296,T007,23,0.0
S296,T007,24,0.0
S296,T008,1,0.0
S296,T008,2,0.0
S296,T008,3,0.0
S296,T008,4,0.0
S296,T008,5,1166.0
S296,T008,6,0.0
S296,T008,7,0.0
S296,T008,8,0.0
S296,T008,9,0.0
S296,T008,10,0.0
S296,T008,11,0.0
S296,T008,12,0.0
S296,T008,13,0.0
S296,T008,14,0.0
S296,T008,15,0.0
S296,T008,16,0.0
S296,T008,17,0.0
S296,T008,18,0.0
S296,T008,19,0.0
S296,T008,20,1166.0
S296,T008,21,0.0
S296,T008,22,1166.0
S296,T008,23,0.0
S296,T008,24,0.0
S097,T001,1,0.0
S097,T001,2,0.0
S097,T001,3,0.0
S097,T001,4,0.0
S097,T001,5,0.0
S097,T001,6,0.0
S097,T001,7,0.0
S097,T001,8,0.0
S097,T001,9,1162.0
S097,T001,10,0.0
S097,T001,11,0.0
S097,T001,12,0.0
S097,T001,13,0.0
S097,T001,14,0.0
S097,T001,15,0.0
S097,T001,16,0.0
S097,T001,17,0.0
S097,T001,18,0.0
S097,T001,19,0.0
S097,T001,20,0.0
S097,T001,21,0.0
S097,T001,22,0.0
S097,T001,23,0.0
S097,T001,24,0.0
S097,T002,1,0.0
S097,T002,2,0.0
S097,T002,3,0.0
S097,T002,4,0.0
S097,T002,5,156.0
S097,T002,6,0.0
S097,T002,7,0.0
S097,T002,8,0.0
S097,T002,9,0.0
S097,T002,10,0.0
S097,T002,11,0.0
S097,T002,12,1162.0
S097,T002,13,0.0
S097,T002,14,0.0
S097,T002,15,0.0
S097,T002,16,0.0
S097,T002,17,1162.0
S097,T002,18,0.0
S097,T002,19,0.0
S097,T002,20,0.0
S097,T002,21,0.0
S097,T002,22,0.0
S097,T002,23,0.0
S097,T002,24,1162.0
S097,T003,1,0.0
S097,T003,2,1162.0
S097,T003,3,0.0
S097,T003,4,0.0
S097,T003,5,0.0
S097,T003,6,0.0
S097,T003,7,744.0
S097,T003,8,0.0
S097,T003,9,0.0
S097,T003,10,1162.0
S097,T003,11,736.0
S097,T003,12,0.0
S097,T003,13,0.0
S097,T003,14,0.0
S097,T003,15,0.0
S097,T003,16,0.0
S097,T003,17,0.0
S097,T003,18,0.0
S097,T003,19,0.0
S097,T003,20,1162.0
S097,T003,21,0.0
S097,T003,22,0.0
S097,T003,23,0.0
S097,T003,24,0.0
S097,T004,1,0.0
S097,T004,2,0.0
S097,T004,3,0.0
S097,T004,4,0.0
S097,T004,5,0.0
S097,T004,6,0.0
S097,T004,7,0.0
S097,T004,8,0.0
S097,T004,9,0.0
S097,T004,10,0.0
S097,T004,11,0.0
S097,T004,12,0.0
S097,T004,13,1162.0
S097,T004,14,1162.0
S097,T004,15,0.0
S097,T004,16,0.0
S097,T004,17,0.0
S097,T004,18,0.0
S097,T004,19,0.0
S097,T004,20,0.0
S097,T004,21,0.0
S097,T004,22,0.0
S097,T004,23,0.0
S097,T004,24,0.0
S097,T005,1,1162.0
S097,T005,2,0.0
S097,T005,3,0.0
S097,T005,4,0.0
S097,T005,5,0.0
S097,T005,6,0.0
S097,T005,7,0.0
S097,T005,8,0.0
S097,T005,9,0.0
S097,T005,10,0.0
S097,T005,11,0.0
S097,T005,12,0.0
S097,T005,13,0.0
S097,T005,14,0.0
S097,T005,15,0.0
S097,T005,16,0.0
S097,T005,17,0.0
S097,T005,18,0.0
S097,T005,19,1162.0
S097,T005,20,0.0
S097,T005,21,0.0
S097,T005,22,0.0
S097,T005,23,0.0
S097,T005,24,0.0
S097,T006,1,0.0
S097,T006,2,0.0
S097,T006,3,0.0
S097,T006,4,0.0
S097,T006,5,1006.0
S097,T006,6,0.0
S097,T006,7,418.0
S097,T006,8,1162.0
S097,T006,9,0.0
S097,T006,10,0.0
S097,T006,11,0.0
S097,T006,12,0.0
S097,T006,13,0.0
S097,T006,14,0.0
S097,T006,15,0.0
S097,T006,16,0.0
S097,T006,17,0.0
S097,T006,18,0.0
S097,T006,19,0.0
S097,T006,20,0.0
S097,T006,21,1162.0
S097,T006,22,0.0
S097,T006,23,1162.0
S097,T006,24,0.0
S097,T007,1,0.0
S097,T007,2,0.0
S097,T007,3,1162.0
S097,T007,4,0.0
S097,T007,5,0.0
S097,T007,6,0.0
S097,T007,7,0.0
S097,T007,8,0.0
S097,T007,9,0.0
S097,T007,10,0.0
S097,T007,11,0.0
S097,T007,12,0.0
S097,T007,13,0.0
S097,T007,14,0.0
S097,T007,15,0.0
S097,T007,16,1162.0
S097,T007,17,0.0
S097,T007,18,331.0
S097,T007,19,0.0
S097,T007,20,0.0
S097,T007,21,0.0
S097,T007,22,0.0
S097,T007,23,0.0
S097,T007,24,0.0
S097,T008,1,0.0
S097,T008,2,0.0
S097,T008,3,0.0
S097,T008,4,1162.0
S097,T008,5,0.0
S097,T008,6,1162.0
S097,T008,7,0.0
S097,T008,8,0.0
S097,T008,9,0.0
S097,T008,10,0.0
S097,T008,11,426.0
S097,T008,12,0.0
S097,T008,13,0.0
S097,T008,14,0.0
S097,T008,15,1162.0
S097,T008,16,0.0
S097,T008,17,0.0
S097,T008,18,0.0
S097,T008,19,0.0
S097,T008,20,0.0
S097,T008,21,0.0
S097,T008,22,0.0
S097,T008,23,0.0
S097,T008,24,0.0
S341,T001,1,0.0
S341,T001,2,0.0
S341,T001,3,1154.0
S341,T001,4,0.0
S341,T001,5,0.0
S341,T001,6,0.0
S341,T001,7,0.0
S341,T001,8,0.0
S341,T001,9,0.0
S341,T001,10,0.0
S341,T001,11,0.0
S341,T001,12,0.0
S341,T001,13,0.0
S341,T001,14,0.0
S341,T001,15,0.0
S341,T001,16,0.0
S341,T001,17,1154.0
S341,T001,18,0.0
S341,T001,19,0.0
S341,T001,20,0.0
S341,T001,21,0.0
S341,T001,22,0.0
S341,T001,23,0.0
S341,T001,24,0.0
S341,T002,1,0.0
S341,T002,2,0.0
S341,T002,3,0.0
S341,T002,4,0.0
S341,T002,5,0.0
S341,T002,6,0.0
S341,T002,7,0.0
S341,T002,8,0.0
S341,T002,9,0.0
S341,T002,10,0.0
S341,T002,11,0.0
S341,T002,12,0.0
S341,T002,13,0.0
S341,T002,14,1154.0
S341,T002,15,0.0
S341,T002,16,0.0
S341,T002,17,0.0
S341,T002,18,0.0
S341,T002,19,0.0
S341,T002,20,0.0
S341,T002,21,0.0
S341,T002,22,0.0
S341,T002,23,0.0
S341,T002,24,0.0
S341,T003,1,1154.0
S341,T003,2,1154.0
S341,T003,3,0.0
S341,T003,4,0.0
S341,T003,5,0.0
S341,T003,6,0.0
S341,T003,7,1154.0
S341,T003,8,0.0
S341,T003,9,1154.0
S341,T003,10,1154.0
S341,T003,11,0.0
S341,T003,12,1154.0
S341,T003,13,0.0
S341,T003,14,0.0
S341,T003,15,0.0
S341,T003,16,0.0
S341,T003,17,0.0
S341,T003,18,0.0
S341,T003,19,0.0
S341,T003,20,0.0
S341,T003,21,0.0
S341,T003,22,0.0
S341,T003,23,0.0
S341,T003,24,0.0
S341,T004,1,0.0
S341,T004,2,0.0
S341,T004,3,0.0
S341,T004,4,0.0
S341,T004,5,0.0
S341,T004,6,0.0
S341,T004,7,0.0
S341,T004,8,0.0
S341,T004,9,0.0
S341,T004,10,0.0
S341,T004,11,1154.0
S341,T004,12,0.0
S341,T004,13,0.0
S341,T004,14,0.0
S341,T004,15,0.0
S341,T004,16,0.0
S341,T004,17,0.0
S341,T004,18,0.0
S341,T004,19,0.0
S341,T004,20,1154.0
S341,T004,21,0.0
S341,T004,22,0.0
S341,T004,23,0.0
S341,T004,24,0.0
S341,T005,1,0.0
S341,T005,2,0.0
S341,T005,3,0.0
S341,T005,4,0.0
S341,T005,5,0.0
S341,T005,6,0.0
S341,T005,7,0.0
S341,T005,8,0.0
S341,T005,9,0.0
S341,T005,10,0.0
S341,T005,11,0.0
S341,T005,12,0.0
S341,T005,13,0.0
S341,T005,14,0.0
S341,T005,15,0.0
S341,T005,16,1154.0
S341,T005,17,0.0
S341,T005,18,0.0
S341,T005,19,0.0
S341,T005,20,0.0
S341,T005,21,0.0
S341,T005,22,0.0
S341,T005,23,0.0
S341,T005,24,0.0
S341,T006,1,0.0
S341,T006,2,0.0
S341,T006,3,0.0
S341,T006,4,0.0
S341,T006,5,0.0
S341,T006,6,0.0
S341,T006,7,0.0
S341,T006,8,0.0
S341,T006,9,0.0
S341,T006,10,0.0
S341,T006,11,0.0
S341,T006,12,0.0
S341,T006,13,0.0
S341,T006,14,0.0
S341,T006,15,0.0
S341,T006,16,0.0
S341,T006,17,0.0
S341,T006,18,0.0
S341,T006,19,0.0
S341,T006,20,0.0
S341,T006,21,0.0
S341,T006,22,0.0
S341,T006,23,0.0
S341,T006,24,0.0
S341,T007,1,0.0
S341,T007,2,0.0
S341,T007,3,0.0
S341,T007,4,1154.0
S341,T007,5,1154.0
S341,T007,6,0.0
S341,T007,7,0.0
S341,T007,8,0.0
S341,T007,9,0.0
S341,T007,10,0.0
S341,T007,11,0.0
S341,T007,12,0.0
S341,T007,13,1154.0
S341,T007,14,0.0
S341,T007,15,1154.0
S341,T007,16,0.0
S341,T007,17,0.0
S341,T007,18,1154.0
S341,T007,19,0.0
S341,T007,20,0.0
S341,T007,21,0.0
S341,T007,22,0.0
S341,T007,23,1154.0
S341,T007,24,0.0
S341,T008,1,0.0
S341,T008,2,0.0
S341,T008,3,0.0
S341,T008,4,0.0
S341,T008,5,0.0
S341,T008,6,1154.0
S341,T008,7,0.0
S341,T008,8,94.0
S341,T008,9,0.0
S341,T008,10,0.0
S341,T008,11,0.0
S341,T008,12,0.0
S341,T008,13,0.0
S341,T008,14,0.0
S341,T008,15,0.0
S341,T008,16,0.0
S341,T008,17,0.0
S341,T008,18,0.0
S341,T008,19,0.0
S341,T008,20,0.0
S341,T008,21,0.0
S341,T008,22,0.0
S341,T008,23,0.0
S341,T008,24,1154.0
S002,T001,1,372.0
S002,T001,2,0.0
S002,T001,3,0.0
S002,T001,4,0.0
S002,T001,5,0.0
S002,T001,6,0.0
S002,T001,7,0.0
S002,T001,8,761.0
S002,T001,9,0.0
S002,T001,10,0.0
S002,T001,11,0.0
S002,T001,12,0.0
S002,T001,13,0.0
S002,T001,14,0.0
S002,T001,15,0.0
S002,T001,16,0.0
S002,T001,17,0.0
S002,T001,18,0.0
S002,T001,19,0.0
S002,T001,20,0.0
S002,T001,21,0.0
S002,T001,22,0.0
S002,T001,23,1111.0
S002,T001,24,0.0
S002,T002,1,0.0
S002,T002,2,0.0
S002,T002,3,1111.0
S002,T002,4,0.0
S002,T002,5,0.0
S002,T002,6,0.0
S002,T002,7,0.0
S002,T002,8,0.0
S002,T002,9,0.0
S002,T002,10,0.0
S002,T002,11,0.0
S002,T002,12,0.0
S002,T002,13,0.0
S002,T002,14,0.0
S002,T002,15,0.0
S002,T002,16,0.0
S002,T002,17,0.0
S002,T002,18,0.0
S002,T002,19,0.0
S002,T002,20,0.0
S002,T002,21,0.0
S002,T002,22,0.0
S002,T002,23,0.0
S002,T002,24,0.0
S002,T003,1,0.0
S002,T003,2,0.0
S002,T003,3,0.0
S002,T003,4,0.0
S002,T003,5,0.0
S002,T003,6,0.0
S002,T003,7,0.0
S002,T003,8,0.0
S002,T003,9,0.0
S002,T003,10,0.0
S002,T003,11,0.0
S002,T003,12,0.0
S002,T003,13,0.0
S002,T003,14,1111.0
S002,T003,15,0.0
S002,T003,16,1111.0
S002,T003,17,0.0
S002,T003,18,0.0
S002,T003,19,0.0
S002,T003,20,0.0
S002,T003,21,0.0
S002,T003,22,0.0
S002,T003,23,0.0
S002,T003,24,0.0
S002,T004,1,0.0
S002,T004,2,1111.0
S002,T004,3,0.0
S002,T004,4,0.0
S002,T004,5,1111.0
S002,T004,6,0.0
S002,T004,7,0.0
S002,T004,8,0.0
S002,T004,9,0.0
S002,T004,10,0.0
S002,T004,11,0.0
S002,T004,12,0.0
S002,T004,13,0.0
S002,T004,14,0.0
S002,T004,15,0.0
S002,T004,16,0.0
S002,T004,17,0.0
S002,T004,18,0.0
S002,T004,19,0.0
S002,T004,20,0.0
S002,T004,21,0.0
S002,T004,22,377.0
S002,T004,23,0.0
S002,T004,24,0.0
S002,T005,1,0.0
S002,T005,2,0.0
S002,T005,3,0.0
S002,T005,4,0.0
S002,T005,5,0.0
S002,T005,6,0.0
S002,T005,7,0.0
S002,T005,8,0.0
S002,T005,9,0.0
S002,T005,10,0.0
S002,T005,11,0.0
S002,T005,12,0.0
S002,T005,13,0.0
S002,T005,14,0.0
S002,T005,15,0.0
S002,T005,16,0.0
S002,T005,17,0.0
S002,T005,18,0.0
S002,T005,19,0.0
S002,T005,20,0.0
S002,T005,21,1111.0
S002,T005,22,0.0
S002,T005,23,0.0
S002,T005,24,0.0
S002,T006,1,0.0
S002,T006,2,0.0
S002,T006,3,0.0
S002,T006,4,0.0
S002,T006,5,0.0
S002,T006,6,0.0
S002,T006,7,966.0
S002,T006,8,0.0
S002,T006,9,476.0
S002,T006,10,0.0
S002,T006,11,1111.0
S002,T006,12,631.0
S002,T006,13,0.0
S002,T006,14,0.0
S002,T006,15,0.0
S002,T006,16,0.0
S002,T006,17,0.0
S002,T006,18,0.0
S002,T006,19,0.0
S002,T006,20,0.0
S002,T006,21,0.0
S002,T006,22,0.0
S002,T006,23,0.0
S002,T006,24,0.0
S002,T007,1,739.0
S002,T007,2,0.0
S002,T007,3,0.0
S002,T007,4,1111.0
S002,T007,5,0.0
S002,T007,6,0.0
S002,T007,7,0.0
S002,T007,8,350.0
S002,T007,9,0.0
S002,T007,10,0.0
S002,T007,11,0.0
S002,T007,12,480.0
S002,T007,13,0.0
S002,T007,14,0.0
S002,T007,15,1111.0
S002,T007,16,0.0
S002,T007,17,0.0
S002,T007,18,0.0
S002,T007,19,0.0
S002,T007,20,1111.0
S002,T007,21,0.0
S002,T007,22,0.0
S002,T007,23,0.0
S002,T007,24,1111.0
S002,T008,1,0.0
S002,T008,2,0.0
S002,T008,3,0.0
S002,T008,4,0.0
S002,T008,5,0.0
S002,T008,6,1111.0
S002,T008,7,145.0
S002,T008,8,0.0
S002,T008,9,0.0
S002,T008,10,0.0
S002,T008,11,0.0
S002,T008,12,0.0
S002,T008,13,1111.0
S002,T008,14,0.0
S002,T008,15,0.0
S002,T008,16,0.0
S002,T008,17,0.0
S002,T008,18,0.0
S002,T008,19,1111.0
S002,T008,20,0.0
S002,T008,21,0.0
S002,T008,22,0.0
S002,T008,23,0.0
S002,T008,24,0.0
S127,T001,1,0.0
S127,T001,2,0.0
S127,T001,3,0.0
S127,T001,4,1139.0
S127,T001,5,0.0
S127,T001,6,0.0
S127,T001,7,0.0
S127,T001,8,0.0
S127,T001,9,0.0
S127,T001,10,152.0
S127,T001,11,0.0
S127,T001,12,0.0
S127,T001,13,0.0
S127,T001,14,0.0
S127,T001,15,0.0
S127,T001,16,0.0
S127,T001,17,0.0
S127,T001,18,0.0
S127,T001,19,0.0
S127,T001,20,0.0
S127,T001,21,0.0
S127,T001,22,0.0
S127,T001,23,1139.0
S127,T001,24,0.0
S127,T002,1,0.0
S127,T002,2,0.0
S127,T002,3,0.0
S127,T002,4,0.0
S127,T002,5,0.0
S127,T002,6,0.0
S127,T002,7,0.0
S127,T002,8,0.0
S127,T002,9,0.0
S127,T002,10,0.0
S127,T002,11,0.0
S127,T002,12,0.0
S127,T002,13,1139.0
S127,T002,14,80.0
S127,T002,15,0.0
S127,T002,16,107.0
S127,T002,17,0.0
S127,T002,18,0.0
S127,T002,19,0.0
S127,T002,20,0.0
S127,T002,21,0.0
S127,T002,22,0.0
S127,T002,23,0.0
S127,T002,24,0.0
S127,T003,1,1139.0
S127,T003,2,0.0
S127,T003,3,0.0
S127,T003,4,0.0
S127,T003,5,0.0
S127,T003,6,0.0
S127,T003,7,0.0
S127,T003,8,0.0
S127,T003,9,0.0
S127,T003,10,0.0
S127,T003,11,0.0
S127,T003,12,0.0
S127,T003,13,0.0
S127,T003,14,0.0
S127,T003,15,0.0
S127,T003,16,0.0
S127,T003,17,0.0
S127,T003,18,1139.0
S127,T003,19,0.0
S127,T003,20,0.0
S127,T003,21,0.0
S127,T003,22,0.0
S127,T003,23,0.0
S127,T003,24,0.0
S127,T004,1,0.0
S127,T004,2,0.0
S127,T004,3,0.0
S127,T004,4,0.0
S127,T004,5,0.0
S127,T004,6,0.0
S127,T004,7,0.0
S127,T004,8,0.0
S127,T004,9,0.0
S127,T004,10,987.0
S127,T004,11,0.0
S127,T004,12,0.0
S127,T004,13,0.0
S127,T004,14,0.0
S127,T004,15,0.0
S127,T004,16,1032.0
S127,T004,17,0.0
S127,T004,18,0.0
S127,T004,19,0.0
S127,T004,20,0.0
S127,T004,21,0.0
S127,T004,22,0.0
S127,T004,23,0.0
S127,T004,24,0.0
S127,T005,1,0.0
S127,T005,2,0.0
S127,T005,3,0.0
S127,T005,4,0.0
S127,T005,5,704.0
S127,T005,6,0.0
S127,T005,7,0.0
S127,T005,8,0.0
S127,T005,9,0.0
S127,T005,10,0.0
S127,T005,11,0.0
S127,T005,12,0.0
S127,T005,13,0.0
S127,T005,14,0.0
S127,T005,15,1139.0
S127,T005,16,0.0
S127,T005,17,0.0
S127,T005,18,0.0
S127,T005,19,0.0
S127,T005,20,0.0
S127,T005,21,0.0
S127,T005,22,0.0
S127,T005,23,0.0
S127,T005,24,1139.0
S127,T006,1,0.0
S127,T006,2,0.0
S127,T006,3,0.0
S127,T006,4,0.0
S127,T006,5,0.0
S127,T006,6,0.0
S127,T006,7,0.0
S127,T006,8,0.0
S127,T006,9,0.0
S127,T006,10,0.0
S127,T006,11,1139.0
S127,T006,12,0.0
S127,T006,13,0.0
S127,T006,14,1059.0
S127,T006,15,0.0
S127,T006,16,0.0
S127,T006,17,725.0
S127,T006,18,0.0
S127,T006,19,0.0
S127,T006,20,0.0
S127,T006,21,0.0
S127,T006,22,1139.0
S127,T006,23,0.0
S127,T006,24,0.0
S127,T007,1,0.0
S127,T007,2,1139.0
S127,T007,3,0.0
S127,T007,4,0.0
S127,T007,5,435.0
S127,T007,6,0.0
S127,T007,7,1139.0
S127,T007,8,0.0
S127,T007,9,0.0
S127,T007,10,0.0
S127,T007,11,0.0
S127,T007,12,0.0
S127,T007,13,0.0
S127,T007,14,0.0
S127,T007,15,0.0
S127,T007,16,0.0
S127,T007,17,0.0
S127,T007,18,0.0
S127,T007,19,1139.0
S127,T007,20,0.0
S127,T007,21,0.0
S127,T007,22,0.0
S127,T007,23,0.0
S127,T007,24,0.0
S127,T008,1,0.0
S127,T008,2,0.0
S127,T008,3,1139.0
S127,T008,4,0.0
S127,T008,5,0.0
S127,T008,6,0.0
S127,T008,7,0.0
S127,T008,8,1139.0
S127,T008,9,1139.0
S127,T008,10,0.0
S127,T008,11,0.0
S127,T008,12,1139.0
S127,T008,13,0.0
S127,T008,14,0.0
S127,T008,15,0.0
S127,T008,16,0.0
S127,T008,17,0.0
S127,T008,18,0.0
S127,T008,19,0.0
S127,T008,20,1139.0
S127,T008,21,0.0
S127,T008,22,0.0
S127,T008,23,0.0
S127,T008,24,0.0
S184,T001,1,0.0
S184,T001,2,0.0
S184,T001,3,0.0
S184,T001,4,0.0
S184,T001,5,0.0
S184,T001,6,619.0
S184,T001,7,1180.0
S184,T001,8,0.0
S184,T001,9,0.0
S184,T001,10,0.0
S184,T001,11,0.0
S184,T001,12,0.0
S184,T001,13,0.0
S184,T001,14,0.0
S184,T001,15,0.0
S184,T001,16,0.0
S184,T001,17,0.0
S184,T001,18,0.0
S184,T001,19,0.0
S184,T001,20,0.0
S184,T001,21,0.0
S184,T001,22,0.0
S184,T001,23,0.0
S184,T001,24,0.0
S184,T002,1,0.0
S184,T002,2,0.0
S184,T002,3,0.0
S184,T002,4,0.0
S184,T002,5,0.0
S184,T002,6,0.0
S184,T002,7,0.0
S184,T002,8,0.0
S184,T002,9,0.0
S184,T002,10,0.0
S184,T002,11,0.0
S184,T002,12,0.0
S184,T002,13,1180.0
S184,T002,14,0.0
S184,T002,15,0.0
S184,T002,16,0.0
S184,T002,17,0.0
S184,T002,18,0.0
S184,T002,19,0.0
S184,T002,20,0.0
S184,T002,21,0.0
S184,T002,22,1180.0
S184,T002,23,0.0
S184,T002,24,0.0
S184,T003,1,1180.0
S184,T003,2,0.0
S184,T003,3,636.0
S184,T003,4,0.0
S184,T003,5,0.0
S184,T003,6,0.0
S184,T003,7,0.0
S184,T003,8,0.0
S184,T003,9,0.0
S184,T003,10,0.0
S184,T003,11,0.0
S184,T003,12,1180.0
S184,T003,13,0.0
S184,T003,14,0.0
S184,T003,15,0.0
S184,T003,16,0.0
S184,T003,17,360.0
S184,T003,18,1180.0
S184,T003,19,0.0
S184,T003,20,1180.0
S184,T003,21,0.0
S184,T003,22,0.0
S184,T003,23,0.0
S184,T003,24,0.0
S184,T004,1,0.0
S184,T004,2,0.0
S184,T004,3,0.0
S184,T004,4,0.0
S184,T004,5,1180.0
S184,T004,6,0.0
S184,T004,7,0.0
S184,T004,8,0.0
S184,T004,9,0.0
S184,T004,10,0.0
S184,T004,11,0.0
S184,T004,12,0.0
S184,T004,13,0.0
S184,T004,14,0.0
S184,T004,15,414.0
S184,T004,16,0.0
S184,T004,17,0.0
S184,T004,18,0.0
S184,T004,19,0.0
S184,T004,20,0.0
S184,T004,21,1180.0
S184,T004,22,0.0
S184,T004,23,0.0
S184,T004,24,0.0
S184,T005,1,0.0
S184,T005,2,0.0
S184,T005,3,0.0
S184,T005,4,1180.0
S184,T005,5,0.0
S184,T005,6,561.0
S184,T005,7,0.0
S184,T005,8,0.0
S184,T005,9,0.0
S184,T005,10,0.0
S184,T005,11,0.0
S184,T005,12,0.0
S184,T005,13,0.0
S184,T005,14,0.0
S184,T005,15,0.0
S184,T005,16,0.0
S184,T005,17,0.0
S184,T005,18,0.0
S184,T005,19,782.0
S184,T005,20,0.0
S184,T005,21,0.0
S184,T005,22,0.0
S184,T005,23,0.0
S184,T005,24,0.0
S184,T006,1,0.0
S184,T006,2,0.0
S184,T006,3,0.0
S184,T006,4,0.0
S184,T006,5,0.0
S184,T006,6,0.0
S184,T006,7,0.0
S184,T006,8,0.0
S184,T006,9,0.0
S184,T006,10,0.0
S184,T006,11,861.0
S184,T006,12,0.0
S184,T006,13,0.0
S184,T006,14,0.0
S184,T006,15,0.0
S184,T006,16,0.0
S184,T006,17,0.0
S184,T006,18,0.0
S184,T006,19,398.0
S184,T006,20,0.0
S184,T006,21,0.0
S184,T006,22,0.0
S184,T006,23,0.0
S184,T006,24,0.0
S184,T007,1,0.0
S184,T007,2,1180.0
S184,T007,3,0.0
S184,T007,4,0.0
S184,T007,5,0.0
S184,T007,6,0.0
S184,T007,7,0.0
S184,T007,8,0.0
S184,T007,9,1180.0
S184,T007,10,1180.0
S184,T007,11,0.0
S184,T007,12,0.0
S184,T007,13,0.0
S184,T007,14,0.0
S184,T007,15,0.0
S184,T007,16,0.0
S184,T007,17,0.0
S184,T007,18,0.0
S184,T007,19,0.0
S184,T007,20,0.0
S184,T007,21,0.0
S184,T007,22,0.0
S184,T007,23,1180.0
S184,T007,24,0.0
S184,T008,1,0.0
S184,T008,2,0.0
S184,T008,3,0.0
S184,T008,4,0.0
S184,T008,5,0.0
S184,T008,6,0.0
S184,T008,7,0.0
S184,T008,8,0.0
S184,T008,9,0.0
S184,T008,10,0.0
S184,T008,11,0.0
S184,T008,12,0.0
S184,T008,13,0.0
S184,T008,14,0.0
S184,T008,15,0.0
S184,T008,16,829.0
S184,T008,17,0.0
S184,T008,18,0.0
S184,T008,19,0.0
S184,T008,20,0.0
S184,T008,21,0.0
S184,T008,22,0.0
S184,T008,23,0.0
S184,T008,24,0.0
S323,T001,1,0.0
S323,T001,2,1110.0
S323,T001,3,0.0
S323,T001,4,341.0
S323,T001,5,0.0
S323,T001,6,0.0
S323,T001,7,0.0
S323,T001,8,0.0
S323,T001,9,0.0
S323,T001,10,0.0
S323,T001,11,0.0
S323,T001,12,0.0
